id,news_ent,sci_ent,Test Example,is_iaa,is_bad,similarity,created_at,updated_at,is_iaa_priority,news_article_id,sci_paper_id,is_bad_reason,is_bad_reported_at,is_bad_user_id,priority,is_difficult,is_difficult_reported_at,is_difficult_user_id
677,new disease outbreaks;363;384,the health risks;267;283,,,,0.675481259822845,,,,366,245,,,,5,,,
201878, biochemical factors;115;135,biomaterial cross-linking density;382;415,,,,0.675475299358368,2020-05-23 14:11:23.631351,2020-05-23 14:11:23.63136,,543,498,,,,5,,,
237463,a home refrigerator;210;229,refrigerator systems;211;231,Paraphrasing,,,0.675439417362213,2020-06-01 13:22:31.924082,2020-06-01 13:22:31.924086,,586,541,,,,5,,,
683, a genetic mutation;23;42,neurite outgrowth;482;499,,,,0.674707531929016,,,,210,103,,,,5,,,
686,the lesser-known Torosaurus;138;165,the adult ‘ Torosaurus ’ morphology;929;964,,1,,0.674643695354462,,,,314,243,,,,5,,,
101385, the tumor;476;486,tissue reorganization;412;433,,,,0.674611508846283,2020-05-09 09:05:33.911137,2020-05-09 09:05:33.911138,,30,109,,,,5,,,
108892,reduced greenhouse gas emission;333;364,a CaFH solid solution;949;970,,,,0.674580872058868,2020-05-09 09:05:41.31101,2020-05-09 09:05:41.311011,,40,314,,,,5,,,
237457,a home refrigerator;210;229,Vapour compression refrigerator systems;0;39,,,,0.674251556396484,2020-06-01 13:22:31.772504,2020-06-01 13:22:31.772511,,586,541,,,,5,,,
101116,cells respond ;213;227,the tumor environment;1321;1342,,,,0.674221158027649,2020-05-09 09:05:33.91045,2020-05-09 09:05:33.910451,,30,109,,,,5,,,
691,The study;388;397,the twin method;465;480,Anaphora,,,0.67414116859436,,,,97,98,,,,5,,,
108230, existing techniques;232;252,less than half;560;574,,,,0.674089729785919,2020-05-09 09:05:41.308948,2020-05-09 09:05:41.308949,,40,314,,,,5,,,
130730,fatal brain injuries;96;116,Abusive head trauma;0;19,Subset,,,0.674038290977478,2020-05-09 11:17:20.080247,2020-05-09 11:17:20.080249,,411,366,,,,5,,,
131150, brain;402;408,fatal brain injuries;44;64,,,,0.673532485961914,2020-05-09 11:17:20.224056,2020-05-09 11:17:20.224058,,411,366,,,,5,,,
253723,upcycled material;227;244,the outer corroded surface;576;602,,,,0.67347913980484,2020-06-05 07:44:34.997261,2020-06-05 07:44:34.997272,,607,562,,,,5,,,
701,the two-horned;205;219,the three taxa;1375;1389,,,,0.673356056213379,,,,314,243,,,,5,,,
201875, biochemical factors;115;135,combinatorial cues;311;329,,,,0.672948062419891,2020-05-23 14:11:23.557242,2020-05-23 14:11:23.557248,,543,498,,,,5,,,
152894,materials;320;329,different materials;117;136,,,,0.672902762889862,2020-05-09 11:17:42.61697,2020-05-09 11:17:42.616972,,446,401,,,,5,,,
101323,new blood vessels;446;463,cell populations;126;142,,,,0.672868251800537,2020-05-09 09:05:33.910978,2020-05-09 09:05:33.910979,,30,109,,,,5,,,
707,the human genome;377;393,most human-specific traits;118;144,,,,0.672808110713959,,,,75,31,,,,5,,,
254449,"old, used electrodes;637;657",the upcycled material;1606;1627,,1,,0.672630071640015,2020-06-05 07:45:04.158249,2020-06-05 07:45:04.158259,,607,562,,,,5,1,2020-06-29 17:36:30.371105,2
201818,The biomaterials-based high-throughput screening approach;0;57,biomaterial cross-linking density;382;415,,,,0.672594904899597,2020-05-23 14:11:22.209546,2020-05-23 14:11:22.209557,,543,498,,,,5,,,
711,the four outer planets;169;191,a distant star;990;1004,Paraphrasing,,,0.672416090965271,,,,143,54,,,,5,,,
715,such medical diagnostics;343;367,such a telemedicine system;1096;1122,,1,,0.672009110450745,,,,20,226,,,,5,,,
260942, been exposed to the coronavirus;534;566,SARS-CoV-2;155;165,,,,0.671959578990936,2020-06-05 07:49:35.623,2020-06-05 07:49:35.623008,,617,572,,,,5,,,
203973,It;172;174,it;815;817,Anaphora,,,0.671799004077911,2020-05-23 14:12:15.387597,2020-05-23 14:12:15.387607,,545,500,,,,5,,,
254431,"old, used electrodes;637;657",the alloy particle;1073;1091,,,,0.671670258045197,2020-06-05 07:45:03.444509,2020-06-05 07:45:03.44452,,607,562,,,,5,,,
220697,almost half the record decrease;55;86,half;519;523,Paraphrasing,,,0.671263575553894,2020-05-30 07:34:53.990728,2020-05-30 07:34:53.990738,,563,518,,,,5,,,
220747,CO2;213;216,the global CO2 emissions path;980;1009,,,,0.671221137046814,2020-05-30 07:34:55.131242,2020-05-30 07:34:55.131253,,563,518,,,,5,,,
204239,a two-dimensional framework;364;391,local transversal gates and code deformations over a time ;413;471,,,,0.671091318130493,2020-05-23 14:12:21.657513,2020-05-23 14:12:21.657521,,545,500,,,,5,,,
108879,reduced greenhouse gas emission;333;364,H− ions;702;709,,,,0.670756757259369,2020-05-09 09:05:41.310977,2020-05-09 09:05:41.310978,,40,314,,,,5,,,
726,other species;575;588,most human-specific traits;118;144,,,,0.670696914196014,,,,75,31,,,,5,,,
153120, The microstructure;593;612,elastic and electromagnetic wave characteristics;290;338,,,,0.670604646205902,2020-05-09 11:17:42.687222,2020-05-09 11:17:42.687224,,446,401,,,,5,,,
260682, blood types;374;386,San Sebastian;377;390,,,,0.670538544654846,2020-06-05 07:49:24.412365,2020-06-05 07:49:24.412374,,616,571,,,,5,,,
108798,low energy consumption;306;328,zero CO2 emissions;209;227,Paraphrasing,,,0.670214414596558,2020-05-09 09:05:41.310733,2020-05-09 09:05:41.310734,,40,314,,,,5,,,
130742,fatal brain injuries;96;116," permanent neurological damage,;262;293",,,,0.670121610164642,2020-05-09 11:17:20.084117,2020-05-09 11:17:20.084119,,411,366,,,,5,,,
237476,a home refrigerator;210;229,the refrigerator compressor;522;549,Subset,,,0.669975996017456,2020-06-01 13:22:32.219373,2020-06-01 13:22:32.219386,,586,541,,,,5,,,
730,remains of endangered monkey species;212;248,species;594;601,Subset,,,0.669950306415558,,,,366,245,,,,5,,,
733,carnitine supplements;288;309,choline/phosphatidylcholine produces trimethylamine;36;87,,,,0.66979056596756,,,,303,79,,,,5,,,
112066,that monarchs raised in captivity;303;336,monarch butterflies;251;270,Subset,,,0.66973078250885,2020-05-09 09:09:24.806898,2020-05-09 09:09:24.806899,,54,108,,,,5,,,
738,a new technique for reprogramming cells ;33;73,some reprogramming methods;171;197,Paraphrasing,,,0.669097244739533,,,,194,32,,,,5,,,
93530,the animals’;93;105,the developmental stage;135;158,,1,,0.669069230556488,2020-05-09 09:05:27.641133,2020-05-09 09:05:27.641134,1,162,319,,,,5,,,
237242,drop-in refrigerant replacement test;5;41,lower evaporator temperature;945;973,,,,0.669060528278351,2020-06-01 13:22:26.851879,2020-06-01 13:22:26.851885,,586,541,,,,5,,,
101371, the tumor;476;486,tissue injury;50;63,Paraphrasing,,,0.669008433818817,2020-05-09 09:05:33.9111,2020-05-09 09:05:33.911101,,30,109,,,,5,,,
130885, AHT;258;262,neurological trauma;997;1016,,,,0.66850358247757,2020-05-09 11:17:20.131441,2020-05-09 11:17:20.131443,,411,366,,,,5,,,
751,a so-called fluorescence microscope;196;231,such a telemedicine system;1096;1122,,,,0.66800183057785,,,,20,226,,,,5,,,
753,81 settlements ;0;15,this broad region;610;627,,1,,0.66798996925354,,,,157,89,,,,5,,,
758,their closest living relatives;540;570,most human-specific traits;118;144,,,,0.667785108089447,,,,75,31,,,,5,,,
761,reduced;510;517,The main outcome measure;1093;1117,,,,0.667633295059204,,,,372,232,,,,5,,,
212251, people who tested positive for Covid-19 ;378;419,the COVID-19-positive patients;284;314,Paraphrasing,,,0.667261838912964,2020-05-30 07:23:44.074518,2020-05-30 07:23:44.074529,,555,510,,,,5,,,
152463,new mathematical formulas;80;105,Our formulas;694;706,,,,0.66694563627243,2020-05-09 11:17:42.488919,2020-05-09 11:17:42.488921,,446,401,,,,5,,,
101373, the tumor;476;486,cell populations;126;142,,,,0.66661787033081,2020-05-09 09:05:33.911105,2020-05-09 09:05:33.911106,,30,109,,,,5,,,
108483,The catalyst facilitates the synthesis of ammonia;131;180,conventional catalysts;584;606,,,,0.666594684123993,2020-05-09 09:05:41.309667,2020-05-09 09:05:41.309668,,40,314,,,,5,,,
130743,fatal brain injuries;96;116,permanent neurological damage;263;292,,,,0.666593074798584,2020-05-09 11:17:20.084416,2020-05-09 11:17:20.084418,,411,366,,,,5,,,
212062,the virus;270;279,COVID-19-positive patients;469;495,,,,0.666573941707611,2020-05-30 07:23:39.741439,2020-05-30 07:23:39.741449,,555,510,,,,5,,,
770,a so-called fluorescence microscope;196;231,a mobile phone-mounted light microscope;582;621,,1,,0.666413009166718,,,,20,226,,,,5,1,2020-06-19 10:02:06.141757,2
201947,to synergistically form functional joint cartilage;154;204,stem cell-derived chondrocyte hypertrophy;113;154,,,,0.665919959545136,2020-05-23 14:11:25.390075,2020-05-23 14:11:25.390086,,543,498,,,,5,,,
94125,the embryos;462;473, carinatus embryos;891;909,Anaphora,,,0.665848314762116,2020-05-09 09:05:27.642893,2020-05-09 09:05:27.642894,,162,319,,,,5,,,
157603,multiple solitons;307;324,a resonator;91;102,,,,0.665795505046845,2020-05-09 11:17:47.15587,2020-05-09 11:17:47.155873,,455,410,,,,5,,,
100640,tumor cells;113;124,primary epithelial cells;816;840,,,,0.665355205535889,2020-05-09 09:05:33.909215,2020-05-09 09:05:33.909216,,30,109,,,,5,,,
202074,cartilage;295;304,better quality articular cartilage-like tissue production;1155;1212,Paraphrasing,,,0.665295898914337,2020-05-23 14:11:28.434179,2020-05-23 14:11:28.434185,,543,498,,,,5,,,
789,GCSE results;29;41,the various subjects of the age-16 UK-wide standardized GCSE (General Certificate of Secondary Education;315;419,,,,0.664987504482269,,,,97,98,,,,5,,,
790,dampen down the body’s genetic repair mechanisms;154;202,DNA-repair activity;584;603,,,,0.664982795715332,,,,150,107,,,,5,,,
253470, better performing;67;85,spent NiMH batteries;541;561,,,,0.664846479892731,2020-06-05 07:44:24.827373,2020-06-05 07:44:24.827382,,607,562,,,,5,,,
130621,Abusive head trauma;10;29,fatal brain injuries;44;64,,,,0.664796471595764,2020-05-09 11:17:20.046285,2020-05-09 11:17:20.046287,,411,366,,,,5,,,
101335,new blood vessels;446;463,tissue reorganization;412;433,,,,0.664629936218262,2020-05-09 09:05:33.911009,2020-05-09 09:05:33.91101,,30,109,,,,5,,,
793,a new technique for reprogramming cells ;33;73,an estimated six protein coding point mutations;483;530,,1,,0.664503157138824,,,,194,32,,,,5,,,
794,70% of hard-to-treat breast cancers;26;61,approximately 50%;1465;1482,,1,,0.664402425289154,,,,252,35,,,,5,,,
254435,"old, used electrodes;637;657",the surface;1209;1220,,1,,0.664097964763641,2020-06-05 07:45:03.588345,2020-06-05 07:45:03.588356,,607,562,,,,5,,,
101372, the tumor;476;486,the local blood supply;78;100,,1,,0.663906514644623,2020-05-09 09:05:33.911103,2020-05-09 09:05:33.911104,,30,109,,,,5,,,
802, a genetic mutation;23;42,a gliogenic (astrocyte) marker;1380;1410,,,,0.663802921772003,,,,210,103,,,,5,,,
804,the four outer planets;169;191,the Centaur;587;598,,,,0.66373199224472,,,,143,54,,,,5,,,
809,an add-on;55;64,a mobile phone-mounted light microscope;582;621,,,,0.663399219512939,,,,20,226,,,,5,,,
816,a megaflood;294;305,sea-level highstands;949;969,,,,0.6631720662117,,,,119,59,,,,5,,,
253525,cheaper rechargeable hydride batteries;90;128,spent NiMH batteries;541;561,Paraphrasing,1,,0.663169384002685,2020-06-05 07:44:27.053558,2020-06-05 07:44:27.053569,,607,562,,,,5,,,
204240,a two-dimensional framework;364;391,a time;464;470,,,,0.662910938262939,2020-05-23 14:12:21.679933,2020-05-23 14:12:21.679942,,545,500,,,,5,,,
823,GCSE results;29;41,educational achievement;56;79,Subset,1,,0.662582278251648,,,,97,98,,,,5,,,
108827,low energy consumption;306;328,a reasonable rate;903;920,,,,0.662297964096069,2020-05-09 09:05:41.310826,2020-05-09 09:05:41.310827,,40,314,,,,5,,,
827,the DNA changes;286;301,DNA damage;369;379,,,,0.662279546260834,,,,150,107,,,,5,,,
830, brain mechanisms;246;263,male mice ;979;989,,,,0.662164807319641,,,,370,262,,,,5,,,
94246,their ;499;505,the developmental stage;1402;1425,,,,0.662047147750855,2020-05-09 09:05:27.643202,2020-05-09 09:05:27.643203,,162,319,,,,5,,,
108881,reduced greenhouse gas emission;333;364,the facile release;736;754,,,,0.661965727806091,2020-05-09 09:05:41.310982,2020-05-09 09:05:41.310983,,40,314,,,,5,,,
843,a new technique for reprogramming cells ;33;73,Generation of iN cells from non-neural lineages;955;1002,,,,0.661390841007233,,,,194,29,,,,5,,,
108664,only half the energy;207;227,low activation energy;976;997,,,,0.661231279373169,2020-05-09 09:05:41.310287,2020-05-09 09:05:41.310288,,40,314,,,,5,,,
254350,reusable electrode material ;581;609,the inner metallic part;260;283,Paraphrasing,1,,0.661017119884491,2020-06-05 07:45:00.198625,2020-06-05 07:45:00.198636,,607,562,,,,5,,,
854,their songs;183;194,song production;554;569,,,,0.660962700843811,,,,321,206,,,,5,,,
857,a physical symptom;97;115,a risk factor;158;171,,,,0.660710692405701,,,,372,232,,,,5,,,
108865,reduced greenhouse gas emission;333;364,cubic CaFH;359;369,,,,0.660660445690155,2020-05-09 09:05:41.310942,2020-05-09 09:05:41.310943,,40,314,,,,5,,,
108484,The catalyst facilitates the synthesis of ammonia;131;180,The catalytic performance;617;642,,,,0.660619378089905,2020-05-09 09:05:41.309669,2020-05-09 09:05:41.30967,,40,314,,,,5,,,
259595,a study;5;12,a genome-wide association analysis;410;444,,1,,0.659960329532623,2020-06-05 07:48:39.461298,2020-06-05 07:48:39.461304,,616,571,,,,5,,,
153207,The microstructure;594;612,disordered “stealthy” hyperuniform microstructures;1207;1257,,,,0.659936010837555,2020-05-09 11:17:42.712676,2020-05-09 11:17:42.712678,,446,401,,,,5,,,
871,the cellular mechanisms;279;302, fibroblasts;536;548,,,,0.6597580909729,,,,194,29,,,,5,,,
874,DNA;113;116,DNA-repair activity;584;603,Paraphrasing,1,,0.659520924091339,,,,150,107,,,,5,,,
253536,cheaper rechargeable hydride batteries;90;128,The reconditioned alloy powders;889;920,,1,,0.659145772457123,2020-06-05 07:44:27.462685,2020-06-05 07:44:27.462692,,607,562,,,,5,,,
212044,Covid-19 ;237;246,community transmission;724;746,,,,0.659070312976837,2020-05-30 07:23:39.339687,2020-05-30 07:23:39.339694,,555,510,,,,5,,,
883,Triceratops is a juvenile form;44;74,the adult ‘ Torosaurus ’ morphology;929;964,,,,0.658939361572266,,,,314,243,,,,5,,,
204220,a two-dimensional framework;364;391,fault-tolerant non-Clifford gate;159;191,,,,0.658936500549316,2020-05-23 14:12:21.224922,2020-05-23 14:12:21.224929,,545,500,,,,5,1,2020-06-19 10:02:08.564035,5
108368,the common dehydrating agent calcium hydride and adding fluoride to it;59;129,a stable electron-donating heterogeneous catalyst;308;357,,,,0.658931136131287,2020-05-09 09:05:41.309317,2020-05-09 09:05:41.309318,,40,314,,,,5,,,
101256, cytokines;405;415,the antimetabolic drugs;1065;1088,,,,0.658734977245331,2020-05-09 09:05:33.910808,2020-05-09 09:05:33.910809,,30,109,,,,5,,,
94035,the tiny skulls of the embryos;443;473,Dinosaur embryos;0;16,,,,0.658721089363098,2020-05-09 09:05:27.642579,2020-05-09 09:05:27.64258,,162,319,,,,5,,,
253724,upcycled material;227;244,the alloy particles;606;625,,1,,0.658649265766144,2020-06-05 07:44:35.021848,2020-06-05 07:44:35.02186,,607,562,,,,5,,,
254426,"old, used electrodes;637;657",The reconditioned alloy powders;889;920,,1,,0.658544719219208,2020-06-05 07:45:03.224741,2020-06-05 07:45:03.224751,,607,562,,,,5,,,
893,Triceratops is a juvenile form;44;74,not the adult;1825;1838,Paraphrasing,,,0.658362686634064,,,,314,251,,,,5,,,
894, a genetic mutation;23;42,cellular migration;501;519,,,,0.658224880695343,,,,210,103,,,,5,,,
900,the Amazon;153;163,the Tapajós headwaters;401;423,Paraphrasing,,,0.657915532588959,,,,157,89,,,,5,,,
254389,reusable electrode material ;581;609,the agglomerates;1542;1558,,1,,0.657753705978394,2020-06-05 07:45:01.758336,2020-06-05 07:45:01.75834,,607,562,,,,5,,,
237441, a home refrigerator;209;229,consumption;994;1005,,,,0.657303273677826,2020-06-01 13:22:31.427857,2020-06-01 13:22:31.427866,,586,541,,,,5,,,
254377,reusable electrode material ;581;609,the surface;1209;1220,,1,,0.657253503799439,2020-06-05 07:45:01.277721,2020-06-05 07:45:01.277726,,607,562,,,,5,,,
157595, circular resonator with ultra-low loss;251;290, solitons;78;87,,,,0.657233655452728,2020-05-09 11:17:47.153524,2020-05-09 11:17:47.153526,,455,410,,,,5,,,
201872, biochemical factors;115;135,cartilage;333;342,,,,0.657102763652802,2020-05-23 14:11:23.489992,2020-05-23 14:11:23.489996,,543,498,,,,5,,,
93468,new light;80;89,a unique window;67;82,,,,0.656767666339874,2020-05-09 09:05:27.640972,2020-05-09 09:05:27.640973,,162,319,,,,5,,,
93995, the tiny skulls ;442;459,X-ray computed tomography data;410;440,,,,0.656646132469177,2020-05-09 09:05:27.642426,2020-05-09 09:05:27.642427,,162,319,,,,5,,,
916,female body sizes;231;248,their body mass;697;712,,,,0.656518816947937,,,,369,257,,,,5,,,
253756,upcycled material;227;244,the upcycled material;1606;1627,,1,,0.655796647071838,2020-06-05 07:44:36.316701,2020-06-05 07:44:36.316711,,607,562,,,,5,,,
925, comparing the human and monkey brains;174;212,the monkey model;306;322,Paraphrasing,,,0.65578019618988,,,,195,9,,,,5,,,
928,a new technique for reprogramming cells ;33;73,that mouse and human fibroblasts can be reprogrammed to a pluripotent state;139;214,,,,0.655738115310669,,,,194,29,,,,5,,,
100632,tumor cells;113;124,"glucose-deprived cells,;578;601",Subset,,,0.655433237552643,2020-05-09 09:05:33.909195,2020-05-09 09:05:33.909196,,30,109,,,,5,,,
108852,reduced greenhouse gas emission;333;364,efficient catalysts;12;31,,,,0.655417561531067,2020-05-09 09:05:41.310909,2020-05-09 09:05:41.31091,,40,314,,,,5,,,
938, the process of cellular differentiation;79;119,the spatial and temporal expression profiles;536;580,,,,0.655408322811127,,,,210,5,,,,5,,,
254408,"old, used electrodes;637;657",the inner metallic part;260;283,,1,,0.655139684677124,2020-06-05 07:45:02.507723,2020-06-05 07:45:02.507728,,607,562,,,,5,,,
941,endangered monkey species;223;248,species;594;601,Subset,,,0.6550532579422,,,,366,245,,,,5,,,
943,bladder;141;148,lung and bladder cancer;1161;1184,,1,,0.654904186725616,,,,150,107,,,,5,,,
100913, chemokines;250;261,B cells;1242;1249,,,,0.654754340648651,2020-05-09 09:05:33.909917,2020-05-09 09:05:33.909918,,30,109,,,,5,,,
108880,reduced greenhouse gas emission;333;364,the solid solution;713;731,,,,0.654386520385742,2020-05-09 09:05:41.31098,2020-05-09 09:05:41.310981,,40,314,,,,5,,,
212049,the virus;270;279,asymptomatic;501;513,,,,0.654354095458984,2020-05-30 07:23:39.451796,2020-05-30 07:23:39.451807,,555,510,,,,5,,,
157544,self-reinforcing particle-like wave packets;28;71,unique behavior;114;129,,,,0.653945922851563,2020-05-09 11:17:47.136621,2020-05-09 11:17:47.136623,,455,410,,,,5,,,
955,a so-called fluorescence microscope;196;231,P. falciparum -infected;682;705,,,,0.653741836547852,,,,20,226,,,,5,,,
204192,three-dimensions;344;360,higher-dimensional components;325;354,Paraphrasing,,,0.653500735759735,2020-05-23 14:12:20.520165,2020-05-23 14:12:20.520172,,545,500,,,,5,,,
108583,merely 50 °C;184;196,low temperatures;415;431,Anaphora,,,0.653318107128143,2020-05-09 09:05:41.31001,2020-05-09 09:05:41.310011,,40,314,,,,5,,,
966,highly destructive wildfires;140;168,increased fire weather conditions;829;862,,,,0.652918636798858,,,,322,4,,,,5,,,
253733,upcycled material;227;244,The reconditioned alloy powders;889;920,Paraphrasing,1,,0.652664303779602,2020-06-05 07:44:35.3852,2020-06-05 07:44:35.385211,,607,562,,,,5,,,
971,the Amazon’s upper Tapajós Basin;442;474,interfluvial settings of southern Amazonia;49;91,,,,0.652630269527435,,,,157,89,,,,5,,,
976,Its authors;250;261,This report;308;319,Anaphora,1,,0.652199745178223,,,,366,245,,,,5,,,
987,fewer neurons and more non-neuronal cells are generated;535;590,neurogenic-to-gliogenic competence ratio;528;568,,,,0.651635229587555,,,,210,103,,,,5,,,
988,the cellular mechanisms;279;302,mouse and human fibroblasts can be reprogrammed to a pluripotent state ;144;215,Anaphora,1,,0.651540577411652,,,,194,29,,,,5,,,
254391,reusable electrode material ;581;609,the upcycled material;1606;1627,,1,,0.651354908943176,2020-06-05 07:45:01.853934,2020-06-05 07:45:01.853939,,607,562,,,,5,1,2020-07-03 13:44:27.622287,2
991,81 sites;392;400,recorded sites;634;648,,,,0.651341378688812,,,,157,89,,,,5,,,
994,dampen down the body’s genetic repair mechanisms;154;202,DNA damage;369;379,,,,0.651203811168671,,,,150,107,,,,5,,,
153288,the different materials;642;665, designed microstructures;169;194,,,,0.65115225315094,2020-05-09 11:17:42.736262,2020-05-09 11:17:42.736264,,446,401,,,,5,,,
996, a genetic mutation;23;42,disease risk;125;137,,,,0.651079475879669,,,,210,199,,,,5,,,
997,heart disease;218;231,"significantly altered cecal microbial composition, markedly enhanced synthesis of TMA/TMAO, and increased atherosclerosis;960;1081",,,,0.651014268398285,,,,303,79,,,,5,,,
202365,osteoarthritis;552;566,hypertrophic chondrocytes;917;942,,,,0.65097576379776,2020-05-23 14:11:35.386303,2020-05-23 14:11:35.386314,,543,498,,,,5,,,
212064,the virus;270;279,the prevalence;552;566,,,,0.650879681110382,2020-05-30 07:23:39.79362,2020-05-30 07:23:39.793631,,555,510,,,,5,,,
1000,some behavioural and brain mechanisms;226;263,the mouse song system;735;756,,1,,0.650807201862335,,,,370,262,,,,5,,,
94229,their ;499;505,null-generation teeth;848;869,Anaphora,,,0.650546133518219,2020-05-09 09:05:27.64316,2020-05-09 09:05:27.643161,,162,319,,,,5,,,
100993,chemokines;251;261,Starvation-induced cytokines;728;756,Subset,1,,0.650242030620575,2020-05-09 09:05:33.910134,2020-05-09 09:05:33.910135,,30,109,,,,5,1,2020-06-19 10:02:11.846397,6
1009,so-called Neptunian objects;244;271,a very elongated and rapidly rotating body;132;174,,,,0.650115489959717,,,,143,54,,,,5,,,
1011,their weather maps;223;241,increased fire weather conditions;829;862,,1,,0.65011066198349,,,,322,4,,,,5,,,
1012, A study;88;96,the adult ‘ Torosaurus ’ morphology;929;964,,,,0.65008956193924,,,,314,243,,,,5,,,
100626,tumor cells;113;124,tissue reorganization;412;433,,,,0.649933874607086,2020-05-09 09:05:33.90918,2020-05-09 09:05:33.909181,,30,109,,,,5,,,
1019,Uranus;211;217,trans-Neptunian an opacity;1332;1358,,,,0.649669408798218,,,,143,54,,,,5,,,
259753,a strong statistical link;61;86,cross-replicating associations;802;832,Paraphrasing,1,,0.649222373962402,2020-06-05 07:48:45.828981,2020-06-05 07:48:45.828992,,616,571,,,,5,,,
1027, different growth stages;246;270,a growth series;1041;1056,,1,,0.649218320846558,,,,314,251,,,,5,,,
108883,reduced greenhouse gas emission;333;364,H− sites;778;786,,,,0.649030447006226,2020-05-09 09:05:41.310987,2020-05-09 09:05:41.310988,,40,314,,,,5,,,
202355,osteoarthritis;552;566,cartilage microenvironments;333;360,,,,0.648981511592865,2020-05-23 14:11:35.148743,2020-05-23 14:11:35.148749,,543,498,,,,5,,,
201866, biochemical factors;115;135,biomaterial design strategies;26;55,,,,0.648847579956055,2020-05-23 14:11:23.356934,2020-05-23 14:11:23.356945,,543,498,,,,5,,,
1034,theory;395;401,the fossil record;1950;1967,,,,0.648797929286957,,,,314,251,,,,5,,,
1041, a genetic mutation;23;42,the combined effects of multiple common polymorphisms;42;95,,,,0.648522138595581,,,,210,199,,,,5,,,
212253, people who tested positive for Covid-19 ;378;419,"The majority of COVID-19-positive patients were asymptomatic (81%, 104 patients);453;533",,,,0.648518204689026,2020-05-30 07:23:44.117628,2020-05-30 07:23:44.117639,,555,510,,,,5,,,
203853,quantum computers;95;112,surface-code quantum computation;964;996,,,,0.648353815078735,2020-05-23 14:12:12.57685,2020-05-23 14:12:12.576855,,545,500,,,,5,,,
1049,so-called Neptunian objects;244;271,the star URAT1;1463;1477,,,,0.648005604743958,,,,143,54,,,,5,,,
260664,One of these spots;322;340,the ABO blood group locus;1288;1313,,1,,0.647970736026764,2020-06-05 07:49:23.69237,2020-06-05 07:49:23.692376,,616,571,,,,5,,,
94001, the tiny skulls ;442;459,deep-time conservation;625;647,,1,,0.647964417934418,2020-05-09 09:05:27.642451,2020-05-09 09:05:27.642452,,162,319,,,,5,,,
1050,The ongoing heat wave;101;122,increased fire weather conditions;829;862,Paraphrasing,1,,0.647894680500031,,,,322,4,,,,5,,,
203825,quantum computers;95;112,a two-dimensional quantum computing architecture;79;127,Subset,,,0.647847652435303,2020-05-23 14:12:11.911589,2020-05-23 14:12:11.911596,,545,500,,,,5,,,
259769,a strong statistical link;61;86,The association signal;1242;1264,,1,,0.647765576839447,2020-06-05 07:48:46.493926,2020-06-05 07:48:46.493936,,616,571,,,,5,1,2020-07-09 17:13:08.248983,2
1059, a genetic mutation;23;42,the nervous system;47;65,,1,,0.647554039955139,,,,210,5,,,,5,,,
101375, the tumor;476;486,solid tumors;189;201,,,,0.64755392074585,2020-05-09 09:05:33.91111,2020-05-09 09:05:33.911111,,30,109,,,,5,,,
108515,the synthesis of ammonia;156;180,ammonia synthesis;36;53,,,,0.647394835948944,2020-05-09 09:05:41.309778,2020-05-09 09:05:41.30978,,40,314,,,,5,,,
254347,reusable electrode material ;581;609,needle-shaped rare-earth hydroxide crystals;152;195,,1,,0.647360444068909,2020-06-05 07:45:00.07805,2020-06-05 07:45:00.078058,,607,562,,,,5,,,
1067,fewer neurons and more non-neuronal cells are generated;535;590,gliogenic differentiation;1180;1205,,,,0.647134065628052,,,,210,103,,,,5,,,
1068,the DNA changes;286;301,repair proteins;608;623,,1,,0.647128522396088,,,,150,107,,,,5,,,
254418,"old, used electrodes;637;657",the catalytic properties;645;669,,1,,0.647018969058991,2020-06-05 07:45:02.933878,2020-06-05 07:45:02.933889,,607,562,,,,5,,,
212065,the virus;270;279,the prevalence of COVID-19;552;578,,,,0.646664798259735,2020-05-30 07:23:39.822973,2020-05-30 07:23:39.822983,,555,510,,,,5,,,
1080,the four outer planets;169;191,trans-Neptunian an opacity;1332;1358,,,,0.646589875221252,,,,143,54,,,,5,,,
130992,AHT;259;262,CSF;990;993,,,,0.646444141864777,2020-05-09 11:17:20.166334,2020-05-09 11:17:20.166337,,411,366,,,,5,,,
204241,a two-dimensional framework;364;391,the size;488;496,,,,0.646216809749603,2020-05-23 14:12:21.702527,2020-05-23 14:12:21.702536,,545,500,,,,5,,,
100891, chemokines;250;261,"glucose-deprived cells,;578;601",,,,0.646132230758667,2020-05-09 09:05:33.909861,2020-05-09 09:05:33.909862,,30,109,,,,5,,,
108535,the synthesis of ammonia;156;180,The catalytic performance;617;642,,,,0.645949900150299,2020-05-09 09:05:41.309846,2020-05-09 09:05:41.309847,,40,314,,,,5,,,
260269, respiratory failure ;251;272,a critical driver;72;89,,1,,0.645877659320831,2020-06-05 07:49:07.012379,2020-06-05 07:49:07.012384,,616,571,,,,5,,,
152469,new mathematical formulas;80;105,conventional formulas;827;848,Anaphora,,,0.645757257938385,2020-05-09 11:17:42.491012,2020-05-09 11:17:42.491014,,446,401,,,,5,,,
153182,The microstructure;594;612,multifunctional material design;449;480,,,,0.645332038402557,2020-05-09 11:17:42.705352,2020-05-09 11:17:42.705354,,446,401,,,,5,,,
1097,the cellular mechanisms;279;302,mouse embryonic and postnatal fibroblasts;742;783,,,,0.645221173763275,,,,194,29,,,,5,,,
